work_id,referenced_work_id
https://openalex.org/W2094884831,https://openalex.org/W2032103812
https://openalex.org/W2094884831,https://openalex.org/W2039289854
https://openalex.org/W2094884831,https://openalex.org/W2046013658
https://openalex.org/W2094884831,https://openalex.org/W2046344304
https://openalex.org/W2094884831,https://openalex.org/W2049433350
https://openalex.org/W2098007351,https://openalex.org/W1707127446
https://openalex.org/W2098007351,https://openalex.org/W1780592118
https://openalex.org/W2098007351,https://openalex.org/W1868240930
https://openalex.org/W2098007351,https://openalex.org/W1874208604
https://openalex.org/W2098007351,https://openalex.org/W1915135135
https://openalex.org/W2098007351,https://openalex.org/W1921583305
https://openalex.org/W2098007351,https://openalex.org/W1933109781
https://openalex.org/W2098007351,https://openalex.org/W1955922999
https://openalex.org/W2098007351,https://openalex.org/W1956617882
https://openalex.org/W2098007351,https://openalex.org/W1981217248
https://openalex.org/W2098007351,https://openalex.org/W1982709026
https://openalex.org/W2098007351,https://openalex.org/W2052842979
https://openalex.org/W2098338109,https://openalex.org/W1964577582
https://openalex.org/W2098338109,https://openalex.org/W1967551882
https://openalex.org/W2098338109,https://openalex.org/W1968260861
https://openalex.org/W2098338109,https://openalex.org/W1971234611
https://openalex.org/W2098338109,https://openalex.org/W1971548631
https://openalex.org/W2098338109,https://openalex.org/W1979747473
https://openalex.org/W2098338109,https://openalex.org/W1980316190
https://openalex.org/W2098338109,https://openalex.org/W1984932770
https://openalex.org/W2098338109,https://openalex.org/W1988476045
https://openalex.org/W2098338109,https://openalex.org/W1990331386
https://openalex.org/W2098338109,https://openalex.org/W1992936027
https://openalex.org/W2098338109,https://openalex.org/W1999267929
https://openalex.org/W2098761057,https://openalex.org/W1572543574
https://openalex.org/W2098761057,https://openalex.org/W1943574501
https://openalex.org/W2098761057,https://openalex.org/W1954701421
https://openalex.org/W2098761057,https://openalex.org/W1966296289
https://openalex.org/W2098761057,https://openalex.org/W1978414064
https://openalex.org/W2098761057,https://openalex.org/W1994226794
https://openalex.org/W2098761057,https://openalex.org/W2001965102
https://openalex.org/W2098761057,https://openalex.org/W2031954841
https://openalex.org/W2098761057,https://openalex.org/W2041857370
https://openalex.org/W2098761057,https://openalex.org/W2068947002
https://openalex.org/W2098761057,https://openalex.org/W2071508654
https://openalex.org/W2098761057,https://openalex.org/W2077523026
https://openalex.org/W2124815679,https://openalex.org/W145869308
https://openalex.org/W2124815679,https://openalex.org/W1524171012
https://openalex.org/W2124815679,https://openalex.org/W1563569973
https://openalex.org/W2124815679,https://openalex.org/W1564500118
https://openalex.org/W2124815679,https://openalex.org/W1577607842
https://openalex.org/W2124815679,https://openalex.org/W1675102940
https://openalex.org/W2124815679,https://openalex.org/W1978277923
https://openalex.org/W2124815679,https://openalex.org/W2020842588
https://openalex.org/W2124815679,https://openalex.org/W2040596161
https://openalex.org/W2124815679,https://openalex.org/W2053779241
https://openalex.org/W2124815679,https://openalex.org/W2143125322
https://openalex.org/W2124815679,https://openalex.org/W2159290292
https://openalex.org/W2124978267,https://openalex.org/W1964948652
https://openalex.org/W2124978267,https://openalex.org/W1973106174
https://openalex.org/W2124978267,https://openalex.org/W1979154922
